EA,8,,,,,,,,,,,,,,0,,EA,8,,,,,,,,,,,,,,0,
EA,18,,,,,,,,,,,,,,0,,EA,18,,,,,,,,,,,,,,0,
EA,45,,,,,,,,,,,,,,0,,EA,45,,,,,,,,,,,,,,0,
EA,15,,,,,,,,,,,,,,0,,EA,15,,,,,,,,,,,,,,0,
EA,3,,,,,,,,,,,,,,0,,EA,3,,,,,,,,,,,,,,0,
EA,2319,,,,,,,,,,,,,,0,,EA,2319,,,,,,,,,,,,,,0,
EA,22,,,,,,,,,,,,,,0,,EA,22,,,,,,,,,,,,,,0,
EA,15,,,,,,,,,,,,,,0,,EA,15,,,,,,,,,,,,,,0,
EA,290,,,,,,,,,,,,,,0,,EA,290,,,,,,,,,,,,,,0,
EA,5,,,,,,,,,,,,,,0,,EA,5,,,,,,,,,,,,,,0,
EA,130,,,,,,,,,,,,,,0,,EA,130,,,,,,,,,,,,,,0,
EA,14,,,,,,,,,,,,,,0,,EA,14,,,,,,,,,,,,,,0,
EA,11,,,,,,,,,,,,,,0,,EA,11,,,,,,,,,,,,,,0,
EA,14,,,,,,,,,,,,,,0,,EA,14,,,,,,,,,,,,,,0,
EA,4,,,,,,,,,,,,,,0,,EA,4,,,,,,,,,,,,,,0,
EA,3,,,,,,,,,,,,,,0,,EA,3,,,,,,,,,,,,,,0,
EA,2,,,,,,,,,,,,,,0,,EA,2,,,,,,,,,,,,,,0,
EA,15,,,,,,,,,,,,,,0,,EA,15,,,,,,,,,,,,,,0,
EA,12,,,,,,,,,,,,,,0,,EA,12,,,,,,,,,,,,,,0,
EA,77,,,,,,,,,,,,,,0,,EA,77,,,,,,,,,,,,,,0,
EA,7,,,,,,,,,,,,,,0,,EA,7,,,,,,,,,,,,,,0,
EA,2,,,,,,,,,,,,,,0,,EA,2,,,,,,,,,,,,,,0,
EA,2,,,,,,,,,,,,,,0,,EA,2,,,,,,,,,,,,,,0,
EA,23,,,,,,,,,,,,,,0,,EA,23,,,,,,,,,,,,,,0,
EA,41,,,,,,,,,,,,,,0,,EA,41,,,,,,,,,,,,,,0,
EA,18,,,,,,,,,,,,,,0,,EA,18,,,,,,,,,,,,,,0,
EA,31,,,,,,,,,,,,,,0,,EA,31,,,,,,,,,,,,,,0,
EA,9,,,,,,,,,,,,,,0,,EA,9,,,,,,,,,,,,,,0,
EA,4,,,,,,,,,,,,,,0,,EA,4,,,,,,,,,,,,,,0,
EA,21,,,,,,,,,,,,,,0,,EA,21,,,,,,,,,,,,,,0,
EA,28,,,,,,,,,,,,,,0,,EA,28,,,,,,,,,,,,,,0,
EA,22,,,,,,,,,,,,,,0,,EA,22,,,,,,,,,,,,,,0,
EA,104,,,,,,,,,,,,,,0,,EA,104,,,,,,,,,,,,,,0,
EA,19,,,,,,,,,,,,,,0,,EA,19,,,,,,,,,,,,,,0,
EA,41,,,,,,,,,,,,,,0,,EA,41,,,,,,,,,,,,,,0,
EA,13,,,,,,,,,,,,,,0,,EA,13,,,,,,,,,,,,,,0,
EA,23,,,,,,,,,,,,,,0,,EA,23,,,,,,,,,,,,,,0,
EA,8,,,,,,,,,,,,,,0,,EA,8,,,,,,,,,,,,,,0,
EA,64,,,,,,,,,,,,,,0,,EA,64,,,,,,,,,,,,,,0,
EA,14,,,,,,,,,,,,,,0,,EA,14,,,,,,,,,,,,,,0,
EA,8208,,,,,,,,,,,,,,0,,EA,8208,,,,,,,,,,,,,,0,
EA,57,,,,,,,,,,,,,,0,,EA,57,,,,,,,,,,,,,,0,
EA,1732,,,,,,,,,,,,,,0,,EA,1732,,,,,,,,,,,,,,0,
EA,2616,,,,,,,,,,,,,,0,,EA,2616,,,,,,,,,,,,,,0,
EA,171,,,,,,,,,,,,,,0,,EA,171,,,,,,,,,,,,,,0,
EA,3,,,,,,,,,,,,,,0,,EA,3,,,,,,,,,,,,,,0,
EA,4,,,,,,,,,,,,,,0,,EA,4,,,,,,,,,,,,,,0,
EA,12,,,,,,,,,,,,,,0,,EA,12,,,,,,,,,,,,,,0,
EA,21,,,,,,,,,,,,,,0,,EA,21,,,,,,,,,,,,,,0,
EA,16,,,,,,,,,,,,,,0,,EA,16,,,,,,,,,,,,,,0,
EA,34,,,,,,,,,,,,,,0,,EA,34,,,,,,,,,,,,,,0,
EA,8,,,,,,,,,,,,,,0,,EA,8,,,,,,,,,,,,,,0,
EA,14,,,,,,,,,,,,,,0,,EA,14,,,,,,,,,,,,,,0,
EA,14,,,,,,,,,,,,,,0,,EA,14,,,,,,,,,,,,,,0,
EA,3,,,,,,,,,,,,,,0,,EA,3,,,,,,,,,,,,,,0,
EA,106,,,,,,,,,,,,,,0,,EA,106,,,,,,,,,,,,,,0,
EA,14,,,,,,,,,,,,,,0,,EA,14,,,,,,,,,,,,,,0,
EA,27,,,,,,,,,,,,,,0,,EA,27,,,,,,,,,,,,,,0,
EA,25,,,,,,,,,,,,,,0,,EA,25,,,,,,,,,,,,,,0,
EA,38,,,,,,,,,,,,,,0,,EA,38,,,,,,,,,,,,,,0,
EA,325,,,,,,,,,,,,,,0,,EA,325,,,,,,,,,,,,,,0,
EA,31,,,,,,,,,,,,,,0,,EA,31,,,,,,,,,,,,,,0,
